type,name
Lightning, Flaaffy
Water, Team Aqua's Spheal
Psychic, Team Aqua's Grimer
Water, Lapras
Lightning, Jolteon
Lightning, Raichu
Fighting, Team Magma's Groudon-ex
Fire, Moltres
Fire, Blaine's Moltres
Colorless, Furret
Grass, Gloom
Psychic, Mime Jr.
Psychic, Team Aqua's Sharpedo
Colorless, Regigigas
Colorless, Granbull
Grass, Grovyle
Fighting, Aerodactyl GL
Lightning, Zapdos
Grass, Nincada
Psychic, Gastly
Colorless, Persian
Water, Kingler
Lightning, Pachirisu
Grass, Paras
Lightning, Voltorb
Fire, Charmeleon
Lightning, Charmeleon δ
Fighting, Magearna-EX
Colorless, Lt. Surge's Fearow
Grass, Lurantis-GX
Grass, Morelull
Colorless, Miltank
Fighting, Rhyhorn
Colorless, Starly
Grass, Cacnea
Fire, Charmander
Water, Seadra
Lightning, Luxray GL
Water, Tentacruel
Psychic, Natu
Grass, Steenee
Grass, Tsareena
Fire, Growlithe
Colorless, Whismur
Fighting, Kabuto
Fire, Arcanine
Fire, Torracat
Grass, Turtwig
Colorless, Noctowl
Grass, Cherrim
Water, Piloswine
Water, Azumarill
Grass, Bellsprout
Fighting, Rocket's Hitmonchan
Grass, Rocket's Scyther
Psychic, Sabrina's Gengar
Fighting, Kabuto
Water, Golduck
Psychic, Haunter
Water, Quagsire
Colorless, Purugly
Colorless, Staraptor FB
Fire, Quilava
Water, Seadra
Lightning, Voltorb
Grass, Nidoqueen
Grass, Pinsir
Grass, Paras
Colorless, Togepi
Colorless, Dodrio
Colorless, Eevee
Fighting, Relicanth
Grass, Erika's Victreebel
Lightning, Chinchou
Lightning, Lt. Surge's Electabuzz
Water, Misty's Goldeen
Lightning, Pikachu
Fire, Blaine's Magmar
Fire, Cyndaquil
Fighting, Gligar
Water, Popplio
Colorless, Clefairy
Lightning, Pikachu
Grass, Dustox ex
Psychic, Unown [O]
Fire, Cyndaquil
Fighting, Lucario GL
Fighting, Regirock Star
Grass, Vespiquen
Psychic, Slowpoke
Grass, Ledyba
Colorless, Glameow
Water, Magikarp
Water, Tentacool
Lightning, Electabuzz
Water, Mantine
Grass, Nuzleaf
Water, Mudkip Star
Grass, Erika's Oddish
Fighting, Rhyhorn
Lightning, Mareep
Lightning, Pikachu
Water, Mudkip
Fire, Torchic Star
Colorless, Dragonite
Water, Misty's Starmie
Water, Marill
Fighting, Mankey
Grass, Heracross-EX
Grass, Oddish
Grass, M Heracross-EX
Psychic, Mr. Mime 4
Psychic, Nidoqueen
Psychic, Mew
Grass, Shuckle
Lightning, Pikachu
Colorless, Meowth
Fire, Volcarona
Psychic, Slowpoke
Fire, Fennekin
Fighting, Makuhita
Grass, Erika's Oddish
Psychic, Budew
Psychic, Houndoom
Psychic, Houndour
Grass, Leafeon
Water, Vaporeon
Grass, Sunkern
Water, Poliwhirl
Psychic, Mewtwo
Grass, Venusaur
Lightning, Ampharos
Fire, Magmortar
Grass, Servine
Water, Poliwrath
Water, M Latios-EX
Psychic, Alakazam 4
Water, Cloyster
Grass, Bayleef
Colorless, Blissey
Fire, Turtonator
Psychic, Celebi
Grass, Surskit
Psychic, Golett
Water, Staryu
Water, Prinplup
Lightning, Electrode G
Fire, Torchic
Grass, Karrablast
Psychic, Gardevoir
Psychic, Purrloin
Grass, Masquerain
Colorless, Delibird
Water, Empoleon
Water, Poliwhirl
Psychic, Gengar GL
Water, Squirtle
Water, Primarina
Water, Floatzel
Colorless, Team Rocket's Meowth
Lightning, ___________'s Pikachu
Colorless, Clefable
Fire, Litleo
Water, Primarina-GX
Psychic, Krookodile-EX
Psychic, Slowking
Psychic, Persian δ
Grass, Trapinch δ
Lightning, Emolga
Water, Snorunt
Fighting, Hippowdon 4
Psychic, Uxie
Colorless, Slakoth
Fighting, Sawk
Water, Bagon
Colorless, Regigigas
Water, Crabominable
Lightning, Chinchou
Fire, Infernape 4
Fire, Entei
Colorless, Minccino
Fire, Ho-oh
Colorless, Cinccino
Fighting, Lairon
Fighting, Phanpy
Psychic, Poochyena
Psychic, Houndoom
Grass, Erika's Exeggcute
Lightning, Lanturn
Psychic, Sharpedo
Grass, Scyther ex
Water, Misty's Poliwrath
Colorless, Dark Persian
Water, Snover
Fire, Blaine's Growlithe
Water, Suicune
Lightning, Lt. Surge's Magnemite
Grass, Meganium
Psychic, Misdreavus
Colorless, Blaine's Tauros
Colorless, Porygon2
Water, Croconaw
Fighting, Aerodactyl
Lightning, Lt. Surge's Pikachu
Colorless, Lt. Surge's Rattata
Psychic, Sabrina's Gastly
Grass, Celebi
Fighting, Donphan
Fire, Entei
Psychic, Sabrina's Abra
Psychic, Ralts
Psychic, Unown
Colorless, Hoothoot
Lightning, Flaaffy
Water, Kingdra
Grass, Gulpin
Fire, Blaine's Ninetales
Colorless, Chansey
Fighting, Baltoy
Lightning, Raikou
Water, Glaceon
Fire, Emboar
Fire, Blaine's Vulpix
Water, Seismitoad-EX
Grass, Giovanni's Nidorina
Colorless, Lt. Surge's Eevee
Psychic, Jynx
Fighting, Skarmory
Psychic, Sneasel
Psychic, Sabrina's Kadabra
Psychic, Sabrina's Mr. Mime
Fighting, Blaine's Mankey
Water, Magikarp
Water, Marill
Fighting, Sudowoodo
Psychic, Ralts
Water, Suicune
Water, Squirtle
Water, Wartortle
Water, Cubchoo
Water, Blastoise
Grass, Golbat
Water, Beartic
Water, Marill
Fighting, Graveler
Lightning, Pikachu
Grass, Spinarak
Water, Jynx
Lightning, Raichu
Lightning, Electivire
Psychic, Sableye
Fighting, Regirock
Grass, Masquerain
Lightning, Plusle
Water, Surskit
Fire, Ho-Oh LEGEND
Fighting, Magnemite
Lightning, Lanturn
Colorless, Togepi
Water, Swampert-EX
Colorless, Chansey
Psychic, Nihilego-GX
Lightning, Dedenne
Colorless, Cleffa
Fire, Torchic
Grass, Exeggcute
Fighting, Hitmontop
Colorless, Blissey
Water, Octillery
Psychic, Malamar
Water, Horsea
Colorless, Fearow
Psychic, Claydol
Colorless, Regigigas
Psychic, Shuppet
Colorless, Smeargle
Water, Starmie
Fighting, Aron
Grass, Pineco
Grass, Chesnaught
Colorless, Ambipom G
Fighting, Scizor
Psychic, Hypno
Grass, Nidoran♂
Fire, Reshiram
Water, Rayquaza-EX
Fighting, Piloswine
Water, Latios
Fighting, Roggenrola
Fire, Growlithe
Grass, Pansage
Colorless, Silvally-GX
Psychic, Espeon
Colorless, Stantler
Colorless, Igglybuff
Psychic, Unown [B]
Fighting, Blastoise δ
Water, White Kyurem
Psychic, Drowzee
Fire, Entei
Psychic, Misdreavus
Fighting, Omastar
Psychic, Unown [Y]
Grass, Celebi
Lightning, Charizard δ
Fighting, Aron
Fire, Flareon 4
Fighting, M Aerodactyl-EX
Water, Luvdisc
Water, Shellos East Sea
Grass, Silcoon
Grass, Swalot
Colorless, Aipom
Psychic, Grovyle δ
Lightning, Chinchou
Fire, Kingler δ
Colorless, Farfetch'd
Fighting, Geodude
Psychic, Alolan Rattata
Psychic, Koffing
Psychic, Hypno
Lightning, Manectric
Psychic, Shuppet
Fighting, Swampert
Colorless, Lickitung
Fighting, Solrock
Fighting, Jirachi
Fighting, Riolu
Colorless, Carbink
Grass, Venusaur
Water, Goldeen
Fire, Combusken
Grass, Paras
Water, Altaria
Colorless, Fearow
Water, Quagsire
Colorless, Taillow
Psychic, Shuppet
Colorless, Pidove
Colorless, Togekiss
Colorless, Unfezant
Fighting, Shuckle
Water, Wartortle
Colorless, M Rayquaza-EX
Fire, Slugma
Colorless, Rufflet
Water, Cloyster
Water, Articuno
Grass, Snivy
Fighting, Swinub
Fighting, Machamp
Grass, Bulbasaur
Psychic, Gastly
Fighting, Dugtrio
Lightning, Electrike
Colorless, Snorlax
Water, Shining Gyarados
Water, Shining Magikarp
Fighting, Rhyhorn
Water, Mudkip
Grass, Shaymin-EX
Grass, Kricketune
Lightning, Eelektrik
Colorless, Kecleon
Psychic, Golurk
Fighting, Machop
Grass, Simisage
Grass, Maractus
Water, Panpour
Water, Squirtle
Grass, Treecko
Water, Oshawott
Water, Panpour
Grass, Foongus
Water, White Kyurem
Fighting, Machamp
Fighting, Hitmonlee
Fighting, Trapinch
Water, Glaceon
Colorless, Watchog
Water, Ash-Greninja-EX
Fighting, Lucario-EX
Grass, Exeggutor
Fighting, Pancham
Colorless, Cinccino
Lightning, Zekrom
Colorless, Noctowl BREAK
Water, Vaporeon
Colorless, Snorlax
Lightning, Rotom
Water, Wingull
Grass, Torterra
Colorless, Floette
Water, Phione
Colorless, Glameow
Fire, Chimchar
Psychic, Croagunk
Colorless, Kangaskhan
Colorless, Spearow
Colorless, Wigglytuff
Fighting, Skarmory
Fighting, Solgaleo-GX
Water, Rayquaza
Fighting, Hawlucha-EX
Psychic, Scrafty
Psychic, Haunter
Water, Shellos East Sea
Water, Dratini
Fire, Volcanion
Colorless, Clefairy
Psychic, Exeggcute
Fighting, Diglett
Fire, Arcanine
Grass, Spinarak
Water, Spheal
Colorless, Clefable
Colorless, Swablu
Fire, Charmander
Fire, Pansear
Water, Poliwag
Colorless, Klefki
Water, Sealeo
Fire, Simisear
Grass, Ivysaur
Psychic, Deoxys
Water, Tentacruel
Water, Dragonite-EX
Psychic, Abra
Fire, Darumaka
Lightning, Voltorb
Water, Ultra Necrozma
Lightning, Magnemite
Colorless, Pidgey
Water, Vibrava
Fire, Lampent
Fire, Ninetales
Water, Flygon
Fire, Torkoal
Colorless, Dunsparce
Fire, Numel
Fighting, Pupitar
Psychic, Drowzee
Water, Seadra
Psychic, Beldum
Lightning, Chinchou
Grass, Weedle
Colorless, Slakoth
Grass, M Beedrill-EX
Grass, Combee
Colorless, Noibat
Fighting, Steelix
Fire, Reshiram
Water, Starmie
Fire, Braixen
Fighting, Machop
Water, Psyduck
Grass, Vespiquen
Grass, Crustle
Fire, Moltres
Water, Greninja
Water, Prinplup
Water, Gyarados
Water, Tympole
Water, Palpitoad
Lightning, Minun
Colorless, Gumshoos-GX
Psychic, Mismagius
Psychic, Woobat
Psychic, Gothitelle
Psychic, Solosis
Fighting, Lucario
Water, Articuno
Lightning, Zekrom
Grass, Torterra
Water, Staryu
Water, Lapras
Grass, Heracross-EX
Water, Prinplup
Colorless, Clefable
Grass, Venusaur-EX
Water, Frogadier
Grass, M Venusaur-EX
Grass, Caterpie
Fighting, Hippowdon
Fighting, Machoke
Water, Basculin
Water, Vanillite
Psychic, Mismagius
Psychic, Kirlia
Fighting, Swinub
Psychic, Zorua
Water, Vanillish
Water, M Salamence-EX
Fighting, Bronzong
Grass, Metapod
Colorless, Snorlax
Colorless, Florges
Colorless, Gumshoos
Lightning, Pikachu
Fighting, Steelix
Grass, Butterfree
Psychic, Drifloon
Grass, Cascoon
Grass, Cherrim
Psychic, Haunter
Grass, Paras
Lightning, Mareep
Lightning, Luxio
Psychic, Nuzleaf
Grass, Cottonee
Grass, Parasect
Colorless, Chatot
Fire, Arcanine BREAK
Grass, Pinsir
Water, Spheal
Fighting, Rhydon
Colorless, Staravia
Psychic, Mandibuzz BREAK
Psychic, Giratina
Grass, Leafeon-EX
Colorless, Slaking
Fighting, Sudowoodo
Fire, Ninetales-EX
Fighting, Bonsly
Fire, Rapidash
Water, Relicanth
Lightning, Shinx
Colorless, Xerneas
Fire, Volcanion
Water, Blastoise-EX
Fighting, Aggron ex
Psychic, Gastly
Fighting, Magnemite
Grass, Kricketot
Lightning, Luxray
Lightning, Luxio
Grass, Snover
Psychic, Grimer
Psychic, Mime Jr.
Psychic, Misdreavus
Fighting, Magearna
Grass, Seedot
Water, Blastoise-EX
Psychic, Skorupi
Psychic, Mewtwo-EX
Grass, Celebi
Psychic, Trevenant
Grass, Sawsbuck
Grass, Virizion
Water, M Blastoise-EX
Grass, Lilligant
Water, Beartic
Grass, Exeggcute
Lightning, Galvantula
Fire, Infernape
Psychic, Gothorita
Water, Shellder
Fighting, Roggenrola
Psychic, Munna
Fighting, Throh
Fighting, Sawk
Psychic, Mandibuzz
Grass, Beautifly
Fighting, Klink
Lightning, Raichu
Grass, Dustox
Grass, Ninjask
Fighting, Shieldon
Colorless, Tornadus
Water, Sealeo
Lightning, Jolteon-EX
Fire, Torkoal
Fighting, Raichu δ
Lightning, Helioptile
Fighting, Riolu
Psychic, Dusknoir
Lightning, Jolteon-EX
Lightning, Luxio
Lightning, Luxray
Psychic, Absol
Psychic, Scrafty
Water, Goodra
Colorless, Pidgeot
Colorless, Furfrou
Water, Bellossom δ
Colorless, Florges
Water, Feraligatr
Grass, Accelgor
Fire, Magmar
Lightning, Mewtwo δ
Psychic, Drapion
Fighting, Regirock
Lightning, Minun
Psychic, Weavile
Water, Kingler
Water, Amaura
Psychic, Sableye
Water, Aurorus
Psychic, Zubat
Psychic, Mew
Fire, Team Magma's Numel
Psychic, Gothitelle
Psychic, Golett
Fighting, Chimecho δ
Lightning, Raichu
Fighting, Mienshao
Fighting, Bronzor
Fighting, Hariyama
Fighting, Landorus
Psychic, Claydol
Colorless, Sylveon
Grass, Victreebel
Colorless, Lickilicky
Colorless, Slaking
Colorless, Watchog
Fighting, Donphan
Water, Noivern
Fire, Talonflame
Psychic, Team Magma's Baltoy
Psychic, Team Magma's Claydol
Fighting, Team Magma's Lairon
Psychic, Golbat
Grass, Venusaur
Lightning, Chinchou
Grass, Vileplume
Water, Blastoise
Fighting, Exeggutor δ
Colorless, Persian
Colorless, Spinda
Water, Keldeo
Lightning, Zapdos
Fighting, Lunatone
Psychic, Spoink
Colorless, Pidgeot
Lightning, Flying Pikachu
Psychic, Deoxys
Water, Wailord
Water, Luvdisc
Fighting, Machoke
Lightning, Magneton
Psychic, Golurk
Psychic, Unown
Water, Wailmer
Grass, Weepinbell
Colorless, Chansey
Grass, Yanma
Psychic, Meloetta
Psychic, Darkrai
Lightning, Electabuzz
Fire, Magby
Fighting, Hawlucha
Fighting, Armaldo ex
Fighting, Rampardos GL
Fighting, Jirachi
Psychic, Kadabra
Grass, Illumise
Psychic, Nidoran♂
Water, Dragonair
Water, Wartortle
Colorless, Arceus
Psychic, Gengar
Psychic, Gallade 4
Fighting, Gastrodon West Sea
Psychic, Slowpoke
Water, Tympole
Water, Dragonite
Psychic, Malamar
Fighting, Rhyperior 4
Grass, Scizor 4
Water, Dragonite
Fire, Charmander
Psychic, Haunter
Fire, Rapidash 4
Fighting, Blaziken ex
Lightning, Magneton
Psychic, M Sharpedo-EX
Colorless, Cottonee
Fighting, Hippopotas
Water, Sealeo
Fighting, Groudon ex
Water, Staryu
Water, Sliggoo
Psychic, Sceptile ex δ
Psychic, Shiftry ex
Colorless, Shelgon
Grass, Bulbasaur
Grass, Scyther
Colorless, Persian
Colorless, Eevee
Water, Bagon
Fighting, Machop
Fighting, Magnemite
Colorless, Porygon2
Grass, Accelgor
Water, Shelgon
Water, Piplup
Psychic, Roselia
Colorless, Porygon-Z
Fire, Torchic
Fire, Torchic
Colorless, Fearow
Psychic, Tyranitar
Colorless, Lugia-EX
Psychic, Kadabra
Water, Kyurem-EX
Colorless, Altaria
Water, M Rayquaza-EX
Grass, Treecko
Grass, Beautifly
Fire, Combusken
Fighting, Swinub
Colorless, Skarmory
Fire, Camerupt
Psychic, Poochyena
Fire, Torkoal
Lightning, Pikachu
Colorless, Swablu
Water, Piplup
Fire, Volcarona
Water, Slowbro
Fighting, Cubone
Fighting, Machamp-EX
Psychic, Mightyena
Colorless, Regigigas-EX
Water, Prinplup
Psychic, M Tyranitar-EX
Grass, Beautifly
Psychic, Crawdaunt
Lightning, Plusle
Colorless, Vigoroth
Psychic, Gengar
Psychic, Jynx
Psychic, Drifblim
Psychic, Mightyena
Fire, Camerupt
Psychic, Gardevoir
Fire, Pansear
Grass, Budew
Grass, Leavanny
Grass, Karrablast
Psychic, Deoxys
Lightning, Minun
Water, Ludicolo
Lightning, Joltik
Fire, Heatmor
Psychic, Duskull
Psychic, Mightyena
Colorless, Hoothoot
Water, Marill
Colorless, Slaking
Water, Carracosta
Fighting, Donphan
Water, Pelipper
Lightning, Shinx
Grass, Turtwig
Water, Cryogonal
Water, Cryogonal
Fire, Magcargo
Lightning, Galvantula
Water, Kyurem
Fighting, Diglett
Water, Pelipper
Fighting, Lairon
Lightning, Tynamo
Colorless, Lugia-EX
Lightning, Tynamo
Fire, Primeape δ
Psychic, Espeon
Psychic, Slowking
Water, Goldeen
Grass, Shiftry
Grass, Sceptile
Water, Primal Kyogre-EX
Fighting, Dialga
Colorless, M Rayquaza-EX
Psychic, Absol
Lightning, Eelektross
Psychic, Yamask
Fighting, Aron
Psychic, Xatu
Water, Luvdisc
Water, Poliwag
Lightning, Electrike
Water, Seaking
Grass, Torterra
Lightning, Plusle
Psychic, Cofagrigus
Grass, Cascoon
Colorless, Gumshoos-GX
Fighting, Groudon-EX
Colorless, Shelgon
Fire, Blaziken FB
Fighting, Baltoy
Psychic, Misdreavus
Fighting, Drilbur
Grass, Kricketot
Fighting, Excadrill
Lightning, Electivire FB
Psychic, Beldum
Grass, Wimpod
Lightning, Electivire
Colorless, Vigoroth
Fighting, Excadrill
Psychic, Meowstic-EX
Water, Corphish
Water, Lotad
Fighting, Gurdurr
Fighting, Diglett
Psychic, Spiritomb
Colorless, Lickitung
Grass, Lotad
Colorless, Staraptor FB
Psychic, Umbreon
Colorless, Tauros
Grass, Venusaur
Psychic, Umbreon
Psychic, Krookodile
Grass, Shaymin
Water, Articuno
Fighting, Diglett
Grass, Cascoon
Water, Squirtle
Psychic, Treecko (Delta Species)
Lightning, Pikachu
Grass, Ninjask
Grass, Roserade
Psychic, Garbodor
Grass, Foongus
Fire, Magmortar
Fighting, Makuhita
Water, Sealeo
Psychic, Duosion
Fighting, Roggenrola
Grass, Weedle
Lightning, Flaaffy
Psychic, Mew-EX
Psychic, Stunky
Psychic, Reuniclus
Fighting, Lairon
Colorless, Exploud
Fighting, Nosepass
Fighting, Terrakion-EX
Fighting, Gigalith
Psychic, Zorua
Fighting, Conkeldurr
Water, Gabite
Water, Deino
Water, Zweilous
Colorless, Swablu
Psychic, Zoroark
Fighting, Terrakion-EX
Fighting, Conkeldurr
Water, Rayquaza-EX
Water, Giratina-EX
Psychic, Reuniclus
Fighting, Stunfisk
Psychic, Yveltal
Colorless, Floette
Psychic, Poochyena
Psychic, Ralts
Grass, Shroomish
Psychic, Gulpin
Psychic, Ralts
Fighting, Machamp
Fighting, Geodude
Water, Froakie
Psychic, Lileep δ
Water, Oddish δ
Fighting, Golurk
Water, Staryu
Colorless, Sylveon
Fighting, Graveler
Psychic, Vullaby
Water, Dewgong
Psychic, Zweilous
Fighting, Hitmonlee
Colorless, Blissey
Fighting, Donphan
Fighting, Escavalier
Fighting, Phanpy
Grass, Crobat ex
Fighting, Pawniard
Colorless, Blissey
Lightning, Pidgey δ
Grass, Jumpluff
Fighting, Golem
Fighting, Golem-EX
Psychic, Poochyena
Fighting, Escavalier
Lightning, Psyduck δ
Lightning, Pikachu
Fighting, Cobalion
Fire, Arcanine
Psychic, Deoxys ex
Colorless, Haxorus
Colorless, Taillow
Water, Crawdaunt ex
Colorless, Herdier
Colorless, Clefairy
Fighting, Terrakion
Colorless, Rayquaza ex
Colorless, Castform
Fighting, Cobalion
Water, Tentacruel
Psychic, Tyranitar
Psychic, Kirlia
Colorless, Mr. Mime
Lightning, Ditto
Colorless, Lickitung
Grass, Yanmega
Psychic, Drowzee
Grass, Parasect
Colorless, Pidgeotto
Grass, Vileplume
Grass, Leavanny
Grass, Karrablast
Colorless, Salamence ex
Fire, Larvitar δ
Colorless, Altaria
Colorless, Meowth
Fire, Rapidash
Colorless, Ambipom
Psychic, Rocket's Raikou ex
Grass, Turtwig
Colorless, Stoutland
Colorless, Skitty
Water, Simipour
Fire, Chimchar
Psychic, Banette
Fighting, Cubone
Water, Jellicent
Grass, Weepinbell
Grass, Bellsprout
Grass, Carnivine
Psychic, Alakazam
Grass, Arbok
Colorless, Fearow
Water, Squirtle
Lightning, Pachirisu
Lightning, Elekid
Psychic, Drapion
Water, Feraligatr
Colorless, Doduo
Psychic, Honedge
Grass, Meganium
Water, Poliwrath
Fighting, Skarmory
Grass, Venusaur
Grass, Gloom
Colorless, Dodrio
Fighting, Machoke
Colorless, Tauros
Water, Poliwhirl
Lightning, Pachirisu
Colorless, Kangaskhan
Psychic, M Gengar-EX
Psychic, Nidorino
Fighting, Aron
Lightning, Raikou-EX
Lightning, Croconaw δ
Grass, Dragonair δ
Fighting, Electabuzz δ
Fighting, Nidoran♀ δ
Psychic, Carvanha
Psychic, Gulpin
Psychic, Toxicroak
Colorless, Buneary
Fire, Taillow δ
Colorless, Tornadus-EX
Psychic, Gastly
Psychic, Sneasel
Psychic, Gourgeist
Grass, Kricketot
Colorless, Lickitung
Grass, Caterpie
Fighting, Cranidos
Fighting, Shieldon
Fighting, Roggenrola
Fighting, Hitmonchan ex
Grass, Torterra
Grass, Beedrill
Fire, Vulpix
Fighting, Lunatone
Colorless, Arceus
Psychic, Honchkrow
Fire, Ninetales BREAK
Fire, Growlithe
Fire, Ponyta
Fire, Magmar
Fighting, Machop
Fire, Victini
Water, Poliwhirl
Water, Slowbro-EX
Water, M Slowbro-EX
Water, Seel
Water, Dewgong
Fire, Infernape
Psychic, Mandibuzz
Grass, Cradily
Lightning, Magnemite
Lightning, Magneton
Lightning, Voltorb
Fighting, Machoke
Psychic, Liepard
Water, Empoleon
Lightning, Zapdos
Psychic, Nidoran♂
Psychic, Nidorino
Fighting, Diglett
Fighting, Lucario
Grass, Seviper
Psychic, Haunter
Psychic, Koffing
Psychic, Mewtwo-EX
Psychic, Mew
Fighting, Escavalier
Fighting, Sawk
Colorless, Chatot
Fighting, Machamp BREAK
Fighting, Hitmonchan
Lightning, Shinx
Colorless, Spearow
Colorless, Rattata
Colorless, Raticate
Colorless, Farfetch'd
Colorless, Doduo
Colorless, Porygon
Fire, Charizard-EX
Grass, Forretress
Lightning, Pikachu
Colorless, Shelgon
Fighting, Steelix
Water, Deino
Water, Zweilous
Fighting, Dialga
Fire, Blaziken
Grass, Breloom
Grass, Sceptile
Water, Vaporeon
Lightning, Electrike
Water, Goodra
Grass, Grovyle
Fighting, Hariyama
Fighting, Anorith
Grass, Silcoon
Water, Psyduck
Water, Palkia
Grass, Arbok
Colorless, Azurill
Colorless, Skitty
Fire, Torchic
Fire, Torchic
Fighting, Baltoy
Psychic, Darkrai
Colorless, Delcatty
Colorless, Ralts
Fire, Magmortar
Psychic, Gardevoir
Fighting, Archeops
Psychic, Sneasel ex
Fire, Charmeleon
Lightning, Electabuzz
Fighting, Skarmory
Colorless, Cutiefly
Lightning, Raichu
Lightning, Raichu
Psychic, Cosmog
Grass, Illumise
Colorless, Aipom
Psychic, Mime Jr.
Psychic, Wobbuffet
Colorless, Dark Dragonite
Psychic, Jirachi
Water, Feebas
Fighting, Lairon
Water, Luvdisc
Colorless, Glameow
Colorless, Flabébé
Colorless, Sylveon-EX
Colorless, Diancie
Water, Gyarados
Psychic, Misdreavus
Grass, Lileep
Grass, Lileep
Lightning, Dragonite δ
Colorless, Fletchling
Water, Lombre
Grass, Venusaur
Fighting, Hippopotas
Lightning, Raichu
Water, Articuno
Colorless, Gardevoir-EX
Water, Lombre
Lightning, Manectric G
Grass, Beedrill
Lightning, Pichu
Grass, Nuzleaf
Lightning, Jolteon
Psychic, Nidoran♀
Grass, Scyther
Grass, Masquerain
Colorless, Dragonite
Fighting, Golem
Colorless, M Gardevoir-EX
Fire, Quilava
Water, Marshtomp
Lightning, Magneton
Psychic, Darkrai
Fighting, Mawile
Colorless, Vigoroth
Grass, Oddish
Grass, Arbok
Fighting, Dialga
Water, Psyduck
Psychic, Espeon
Psychic, Jynx
Fighting, Aron
Grass, Weezing
Water, Palkia
Psychic, Cresselia
Psychic, Ditto
Colorless, Latias
Fighting, Metang
Grass, Cacnea
Grass, Shelmet
Water, Shellder
Grass, Cacnea
Water, Delibird
Colorless, Stantler
Psychic, Gardevoir δ
Grass, Burmy Sandy Cloak
Water, Corsola
Lightning, Mareep
Psychic, Ralts
Colorless, Sentret
Psychic, Duskull
Colorless, Dodrio
Water, Kyogre-EX
Water, Vanillite
Lightning, Jolteon δ
Colorless, Smeargle
Psychic, Darkrai
Psychic, Darkrai
Colorless, Eevee
Lightning, Eelektross
Lightning, Pikachu
Grass, Kakuna
Lightning, Rotom
Grass, Sceptile
Psychic, Unown [A]
Psychic, Scrafty
Psychic, Ralts
Psychic, Unown [D]
Grass, Roserade
Water, Swampert
Water, Omanyte
Fighting, Relicanth
Grass, Seedot
Fighting, Tyrogue
Water, Poliwag
Psychic, Unown [E]
Colorless, Raticate
Psychic, Unown [U]
Lightning, Latios δ
Lightning, Metagross δ
Fire, Victini
Fighting, Pancham
Psychic, Natu
Psychic, Xatu
Psychic, Banette
Grass, Shroomish
Grass, Butterfree
Psychic, Mewtwo
Psychic, Pangoro
Colorless, Exploud
Fighting, Rhyperior
Colorless, Togekiss
Water, Wingull
Colorless, Zigzagoon
Psychic, Houndoom
Fire, Vulpix
Colorless, Pidgey
Lightning, Rayquaza δ
Psychic, Nidoran♂
Psychic, Baltoy
Colorless, Regigigas
Colorless, Swellow
Colorless, Shaymin-EX
Psychic, Hypno
Water, Azumarill δ
Colorless, Rayquaza-EX
Fire, Heatran
Lightning, Rotom
Fire, Salamence δ
Colorless, Shaymin-EX
Water, Octillery
Colorless, Azurill
Psychic, Mesprit
Water, Axew
Fighting, Skarmory FB
Psychic, Spiritomb C
Water, Kingler
Colorless, Chatot
Fighting, Beldum
Grass, Yanma
Water, Lapras
Colorless, Latias
Psychic, Deoxys
Colorless, Latios
Colorless, Buneary
Psychic, Metang
Psychic, Solrock
Grass, Masquerain
Water, Magikarp
Fighting, Primeape
Fighting, Phanpy
Fighting, Magnezone
Psychic, Dusknoir
Lightning, Electrike
Grass, Nincada
Colorless, Spearow
Colorless, Fletchling
Psychic, Yveltal
Water, Staryu
Colorless, Porygon-Z
Water, Squirtle
Psychic, Drifblim
Lightning, Ampharos
Water, Golduck
Fire, Magmortar
Psychic, Haunter
Fighting, Lairon
Fire, Chimchar
Water, Tentacruel
Water, Latias & Latios-GX
Fighting, Dark Donphan
Grass, Bellsprout
Psychic, Shuppet
Grass, Venonat
Lightning, Manectric-EX
Water, Gastrodon East Sea
Water, Ludicolo
Colorless, Lugia
Fire, Delphox
Psychic, Dark Gengar
Fighting, Lucario
Psychic, Slowking
Fire, Ninetales
Grass, Cherubi
Fire, Quilava
Water, Shellos West Sea
Water, Alolan Exeggutor
Fighting, Cubone
Colorless, Zangoose
Psychic, Seviper
Fighting, Holon's Magneton
Colorless, Porygon-Z
Colorless, Porygon2
Psychic, Team Magma's Mightyena
Water, Rain Castform
Water, Wailord
Water, Team Aqua's Carvanha
Fighting, Gliscor
Colorless, Wigglytuff
Psychic, Phantump
Colorless, Altaria
Psychic, Mew
Psychic, Weavile
Water, Palkia
Fighting, Dialga
Psychic, Giratina
Psychic, Arbok
Grass, Shroomish
Fighting, Magnemite
Psychic, Beheeyem BREAK
Grass, Shaymin
Grass, Vivillon
Colorless, Regigigas
Grass, Ivysaur
Fighting, Sandslash δ
Water, Suicune
Colorless, Tauros
Water, Vaporeon
Fighting, Toxicroak G
Water, Slowking
Water, Snow-cloud Castform
Fire, Sunny Castform
Grass, Combee
Water, Blastoise
Colorless, Doduo
Fighting, Dugtrio
Lightning, Electabuzz
Fire, Arcanine
Colorless, Farfetch'd
Grass, Exeggcute
Grass, Carnivine G
Psychic, Drifloon
Fighting, Shieldon
Fighting, Bastiodon
Colorless, Ditto
Colorless, Whismur
Grass, Exeggcute
Grass, Roselia
Psychic, Zubat
Psychic, Cacturne
Colorless, Gible
Grass, Sceptile
Fighting, Heatran
Fire, Litwick
Grass, Ditto
Fire, Ditto
Lightning, Ditto
